cell_id,centroid_lat,centroid_lon,noise_night_count,peak_hour
1144,40.56913227751338,-74.18189912229943,0,-1
1050,40.56917395475563,-74.18780542190652,0,-1
1145,40.573636272509475,-74.18184426489891,0,-1
1051,40.57367795634033,-74.18775096044384,0,-1
957,40.57371933819792,-74.19365766829337,0,-1
1146,40.57814026392123,-74.1817893951043,0,-1
1052,40.57818195434153,-74.18769648667653,0,-1
958,40.57822334274087,-74.19360359055649,0,-1
1147,40.58264425174849,-74.18173451291246,0,-1
959,40.58272734370111,-74.1935495006013,0,-1
1053,40.58268594875916,-74.18764200060144,0,-1
1520,40.56896254932595,-74.15827404867423,0,-1
1615,40.57342332382112,-74.15231097487383,0,-1
1709,40.573379828189736,-74.14640435503473,1,23
1521,40.57346651749045,-74.15821760755414,0,-1
1616,40.57792728156958,-74.15225412499068,1,1
1710,40.57788377906237,-74.14634710914365,0,-1
1522,40.57797048206702,-74.15816115368224,62,23
1617,40.58243123572913,-74.15219726226309,73,0
1711,40.582387726345175,-74.14628985031861,0,-1
1523,40.58247444305558,-74.1581046870553,73,22
1238,40.56909029834743,-74.17599283508326,0,-1
1333,40.57355199893537,-74.17003091108066,0,-1
1427,40.573509409195836,-74.16412425298621,1,1
1239,40.573594286707205,-74.17593758174803,0,-1
1334,40.57805597702499,-74.169975249241,0,-1
1428,40.57801338055279,-74.16406819512882,44,22
1240,40.57809827148175,-74.1758823159293,0,-1
1241,40.582602252670945,-74.1758270376239,0,-1
1429,40.58251734832263,-74.16401212460585,41,23
1335,40.582559951528374,-74.16991957482522,1,23
1430,40.58702131250525,-74.16395604141404,74,22
1242,40.58710623027472,-74.17577174682862,0,-1
1336,40.58706392244544,-74.16986388783005,0,-1
1431,40.59152527310055,-74.16389994555017,35,22
1243,40.59161020429294,-74.17571644354028,0,-1
1337,40.59156788977609,-74.16980818825238,0,-1
1432,40.59602923010844,-74.16384383701103,54,22
1244,40.59611417472552,-74.17566112775572,0,-1
1338,40.596071853520186,-74.16975247608887,8,0
1433,40.60053318352881,-74.16378771579335,25,22
1054,40.587189939593095,-74.18758750221545,30,0
960,40.58723134107852,-74.19349539842467,16,23
1148,40.587148235991215,-74.18167961832025,0,-1
1149,40.59165221664928,-74.18162471132447,3,2
1055,40.59169392684325,-74.18753299151538,60,1
961,40.591735334873015,-74.1934412840235,19,3
962,40.5962393250845,-74.19338715739467,1,2
1056,40.59619791050951,-74.18747846849811,25,0
1150,40.59615619372258,-74.18156979192199,14,22
1057,40.60070189059179,-74.18742393316055,2,22
772,40.58734150957939,-74.20335658259822,0,-1
866,40.58727244044565,-74.19940330685847,9,22
867,40.59154050338176,-74.19900061471031,0,-1
868,40.59579244065464,-74.19738306524282,0,-1
869,40.60115145326106,-74.1974419580055,0,-1
870,40.60547926575096,-74.19889653341386,0,-1
871,40.60979240607855,-74.19913459495007,0,-1
872,40.614167851381474,-74.1988591182989,0,-1
873,40.61882592715558,-74.1984164744759,0,-1
874,40.623285351752465,-74.19864373262378,0,-1
875,40.62775934302799,-74.19853029858037,0,-1
876,40.631695887048714,-74.19772224120537,0,-1
2558,40.58648642926812,-74.09306289843776,113,0
2652,40.58643989206164,-74.08715522373893,25,1
2464,40.58653266438911,-74.0989705868825,197,23
2370,40.58657859742259,-74.10487828898376,277,0
2559,40.59099030531543,-74.09300204739894,100,22
2653,40.59094376075297,-74.08709397645782,25,1
2465,40.591036547744665,-74.09891013208953,91,23
2371,40.591082488038644,-74.10481823044006,10,22
2560,40.59549417776411,-74.0929411826107,60,23
2654,40.59544762584469,-74.08703271533777,21,22
1994,40.58675930864099,-74.12850923216354,0,-1
1900,40.586803731206786,-74.13441700120477,0,-1
1806,40.58684785167312,-74.14032478336554,0,-1
1995,40.59126322782167,-74.12845075865151,0,-1
1901,40.59130765740926,-74.13435892395913,0,-1
1807,40.59135178484966,-74.14026710238964,0,-1
1808,40.59585571443512,-74.14020940838037,12,0
1902,40.59581158001976,-74.1343008335906,11,22
1996,40.59576714340944,-74.12839227192705,0,-1
1809,40.600359640429446,-74.14015170133442,81,23
2276,40.58662422836651,-74.11078600465196,16,22
2182,40.58666955721888,-74.11669373379765,0,-1
